tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Habilidad Verbal|DIFICIL|Texto A: 'Las plantas nucleares son indispensables en la transición energética porque producen electricidad de forma continua sin emitir dióxido de carbono a la atmósfera.' Texto B: 'La energía nuclear implica riesgos catastróficos de radiación y deja residuos tóxicos activos durante milenios, por lo que no es una alternativa limpia ni segura.' El Texto B mina el argumento del Texto A al sostener que:|Las centrales nucleares no generan ningún tipo de residuo en su operación.|Los costos de instalación de las energías renovables son inasumibles.|La evaluación del impacto de la energía nuclear debe considerar los riesgos y residuos a largo plazo.|Las emisiones de carbono son el único factor determinante de la seguridad ambiental.|Las plantas de carbón son más ecológicas que las instalaciones nucleares modernas.|2|El Texto B refuta la idea de que la energía nuclear sea la solución limpia mostrando que produce riesgos de radiación y desechos peligrosos durante milenios.|IA_APROBADA
Habilidad Verbal|DIFICIL|Text: 'While telecommuting provides employees with flexible schedules and eliminates long daily commutes, it can also induce psychological isolation and blur the boundaries between work and personal life.' Which statement is INCOMPATIBLE with the passage?|Telecommuting may cause workers to experience feelings of social isolation.|The elimination of daily commuting is a recognized benefit of remote work.|Telecommuting guarantees absolute psychological well-being and zero stress.|Flexible working hours are associated with telecommuting environments.|Remote workers might struggle to maintain a clear line between job and home.|2|The text points out drawbacks like psychological isolation and blurred work-life boundaries; claiming it 'guarantees absolute psychological well-being and zero stress' directly contradicts the passage.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto: "En la mecánica clásica newtoniana, el tiempo es absoluto, uniforme y fluye de manera independiente del espacio y del observador. No obstante, la teoría de la relatividad especial de Einstein demostró que el tiempo es relativo y depende de la velocidad del observador y del campo gravitatorio presente". Si la teoría newtoniana del tiempo absoluto fuera universalmente válida para velocidades cercanas a la de la luz, entonces:|El tiempo transcurriría más lento para astronautas que viajan en naves híper veloces.|Los relojes atómicos a bordo de satélites espaciales registrarían variaciones temporales respecto a la Tierra.|Los intervalos de tiempo medidos por dos observadores en distinto movimiento serían exactamente idénticos.|La velocidad de la luz cambiaría según el estado emocional de los físicos en el laboratorio.|La masa de los cuerpos disminuiría paulatinamente a medida que aumenta su aceleración.|2|Bajo la premisa del tiempo absoluto newtoniano (independiente del movimiento y del observador), el flujo del tiempo sería invariable sin importar la velocidad, por lo que dos observadores siempre medirían intervalos de tiempo idénticos.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto: "El imperativo categórico de Immanuel Kant postula que debemos actuar únicamente según aquella máxima que podamos querer al mismo tiempo que se convierta en ley universal, tratando a los seres humanos como fines en sí mismos y nunca como meros instrumentos". ¿Qué situación social actual contraviene de forma más directa el principio kantiano enunciado?|Una empresa que capacita gratuitamente a sus empleados para mejorar su desempeño.|Un sistema judicial que aplica penas proporcionales a los delitos cometidos.|Una red de trata de personas que explota laboralmente a migrantes vulnerables para lucrar.|Un programa estatal de becas universitarias destinado a jóvenes de escasos recursos.|Una campaña ciudadana orientada a fomentar el reciclaje en espacios públicos.|2|La trata de personas utiliza a los seres humanos como meros medios o instrumentos para obtener ganancias económicas, lo cual atenta directamente contra la formulación kantiana de tratar al individuo como un fin en sí mismo.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto: "Durante siglos, el sesgo antropocéntrico dominó la ciencia al concebir a los animales no humanos como meros autómatas sin conciencia ni capacidad sintiente. Sin embargo, descubrimientos neurobiológicos recientes confirman la presencia de sustratos anatómicos análogos a los humanos que generan consciencia en mamíferos y aves. Esto no solo derriba dogmas cartesianos, sino que obliga a reconfigurar los marcos jurídicos de protección animal a escala global". Del texto en su conjunto se infiere fundamentalmente que:|La ciencia moderna ha demostrado que los animales carecen de sensopercepción fisiológica.|El paradigma antropocéntrico ha sido fortalecido por los hallazgos recientes de la neurobiología.|La evidencia científica sobre la sintiencia animal exige una transformación en la ética y la legislación humana.|Los marcos jurídicos internacionales actuales satisfacen plenamente el bienestar animal.|René Descartes formuló leyes pioneras para defender los derechos fundamentales de las aves.|2|Al probarse científicamente la existencia de conciencia y sintiencia en animales no humanos, la consecuencia directa (holística) planteada por el texto es la necesidad de modificar el trato ético y las normas legales dirigidas a su protección.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto: "La rápida automatización y la adopción masiva de la inteligencia artificial generativa están transformando el mercado laboral a un ritmo sin precedentes. Mientras que las tareas rutinarias y analíticas básicas son reemplazadas por algoritmos, la demanda de habilidades blandas, pensamiento crítico y adaptabilidad tecnológica se ha disparado. Los sistemas educativos, sin embargo, continúan impartiendo currículos obsoletos basados en la memorización de contenidos". Si los sistemas educativos no reforman sus esquemas pedagógicos en el corto plazo, se proyecta que:|La tasa de empleo juvenil alcanzará niveles óptimos gracias a la automatización.|Se generará una brecha de empleabilidad crítica entre los graduados y las exigencias del mercado.|Los algoritmos informáticos serán reemplazados por el retorno del trabajo manual intensivo.|El mercado laboral prescindirá completamente del uso de la inteligencia artificial.|Las habilidades blandas perderán todo valor en las empresas tecnológicas del futuro.|1|Si las escuelas siguen enseñando memorización (lo que la IA ya reemplaza) y el mercado exige competencias críticas y adaptativas, la discordancia conducirá necesariamente a un desempleo estructural o brecha de empleabilidad.|IA_APROBADA
Habilidad Verbal|DIFICIL|Text: "For decades, economists assumed that human decision-making was governed purely by rational self-interest. However, behavioral economics has revealed that cognitive biases, emotional states, and social norms systematically distort logical choices. Ignoring these psychological factors often leads to public policies that fail to achieve their intended social outcomes." From this passage, it can be inferred that public policy design:|Should rely strictly on traditional mathematical models of rational self-interest.|Is guaranteed to succeed if economic incentives are high enough for citizens.|Requires integrating insights from human psychology and behavioral science to be effective.|Has completely eliminated social inequality in countries using behavioral economics.|Must focus exclusively on individual emotional states while disregarding social norms.|2|Dado que el texto indica que ignorar los factores psicológicos y sesgos cognitivos provoca el fracaso de las políticas públicas, se infiere que para ser efectivas, estas políticas deben integrar los hallazgos de la economía conductual y la psicología humana.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto Dialéctico: DR. ALBA: "La edición genética en embriones humanos mediante CRISPR debe prohibirse categoricamente. Alterar la línea germinal puede provocar mutaciones imprevistas e irreversibles en las futuras generaciones, abriendo además la puerta a una eugenesia mercantilizada donde solo los ricos diseñen a sus descendientes". DRA. BENÍTEZ: "La edición genética embrionaria es un imperativo ético si permite erradicar enfermedades hereditarias devastadoras como la corea de Huntington. Prohibirla rotundamente condena a miles de niños a sufrir dolencias evitables; lo correcto es regularla con rigor estatal, no vetarla". ¿En qué punto convergen y en cuál discrepan fundamentalmente los especialistas?|Coinciden en prohibir CRISPR; discrepan en qué enfermedades editar primero.|Coinciden en el impacto trascendental de la técnica; discrepan en si debe prohibirse totalmente o aplicar una regulación estatal con fines terapéuticos.|Coinciden en promover la eugenesia mercantilizada; discrepan en el costo de los tratamientos.|Coinciden en que no existen riesgos de mutación; discrepan en la función de las leyes estatales.|Coinciden en que la fibrosis quística es incurable; discrepan en la educación de los pacientes.|1|Ambos reconocen el enorme impacto técnico y biológico de CRISPR en embriones, pero se enfrentan en la postura normativa: el Dr. Alba aboga por el veto categórico, mientras la Dra. Benítez pide regulación estatal enfocada en la cura de enfermedades.|IA_APROBADA
Habilidad Verbal|DIFICIL|Texto y Cuadro Informativo: "Un estudio sobre la deforestación en la Amazonía peruana entre 2018 y 2022 registra las siguientes hectáreas de bosque perdidas por año: 2018 (150 000 ha), 2019 (148 000 ha), 2020 (170 000 ha), 2021 (135 000 ha), 2022 (120 000 ha). La causa principal descrita es la expansión de la agricultura migratoria (65%), seguida por la minería ilegal (20%) y la tala ilegal (15%)". A partir de los datos cuantitativos expuestos, es una inferencia VÁLIDA sostener que:|En el año 2020 se registró la menor pérdida foliar del quinquenio analizado.|La tala ilegal causó la destrucción de más hectáreas que la agricultura migratoria.|En el año de mayor deforestación (2020), la agricultura migratoria fue responsable de la pérdida de más de 100 000 hectáreas.|El periodo 2018-2022 muestra un incremento ininterrumpido en la pérdida de vegetación.|La minería ilegal es el factor menos determinante en la pérdida de bosques en la Amazonía.|2|En 2020 se deforestaron 170 000 ha (el pico del periodo). Como la agricultura migratoria representa el 65% de la causa, el 65% de 170 000 es 110 500 ha, cifra efectivamente superior a las 100 000 hectáreas.|IA_APROBADA
Historia Universal|FACIL|El Homo habilis es considerado un hito crucial en el proceso de hominización debido principalmente a que fue el primer homínido en|desarrollar el lenguaje articulado complejo|elaborar herramientas de piedra de manera intencional|dominar y producir fuego de forma controlada|practicar sepulturas y entierros funerarios rituales|migrar fuera del continente africano hacia Eurasia|1|El Homo habilis destaca en la hominización por ser el primer homínido con la capacidad de fabricar deliberadamente utensilios de piedra (industria lítica Olduvayense).|IA_APROBADA
Historia Universal|FACIL|La civilización del antiguo Egipto floreció a lo largo del río Nilo, cuya crecida anual permitía fertilizar los suelos agrícolas mediante el depósito de|limo|guano|salitre|arcilla|humus sintético|0|Las crecidas periódicas del río Nilo depositaban una capa de barro fértil denominado limo, el cual permitía un alto rendimiento agrícola en el antiguo Egipto.|IA_APROBADA
Historia Universal|FACIL|Durante el siglo V a. C., conocido como el Siglo de Pericles, la polis de Atenas alcanzó su máximo esplendor cultural y consolidó el sistema político de la|oligarquía militar|democracia directa|monarquía absoluta|timocracia censitaria|tiranía hereditaria|1|Bajo el liderazgo de Pericles, Atenas consolidó la democracia directa, donde los ciudadanos participaban e intervenían activamente en las decisiones de la Asamblea (Ekklesía).|IA_APROBADA
Historia Universal|FACIL|En la Europa medieval, el sistema feudal se basaba en la concesión de tierras o feudos a cambio de lealtad y servicio militar. Este vínculo jurídico-político entre nobles se denominó|servidumbre|vasallaje|manumisión|ostracismo|patronato|1|El vasallaje era la relación feudo-vasallática establecida entre un señor y su vasallo mediante los ritos del homenaje y la investidura.|IA_APROBADA
Historia Universal|FACIL|El hecho histórico que desencadenó el inicio de la Primera Guerra Mundial en junio de 1914 fue el atentado de Sarajevo, en el cual fue asesinado el archiduque|Guillermo II de Alemania|Francisco Fernando de Austria|Nicolás II de Rusia|Leopoldo II de Bélgica|Otto von Bismarck|1|El asesinato del archiduque Francisco Fernando, heredero al trono del Imperio austrohúngaro, en Sarajevo a manos del nacionalista serbio Gavrilo Princip fue el detonante de la Gran Guerra.|IA_APROBADA
Historia Universal|FACIL|La ciencia auxiliar de la Historia que se dedica al estudio, decodificación e interpretación de las escrituras e inscripciones antiguas realizadas sobre materiales blandos como papiro o papel se denomina|Numismática|Paleografía|Epigrafía|Arqueología|Diplomática|1|La Paleografía es la disciplina que estudia y descifra las escrituras antiguas en soportes como papel o papiro, a diferencia de la Epigrafía que lo hace sobre soportes duros.|IA_APROBADA
Historia Universal|FACIL|Durante el proceso de hominización, la especie que destaca por haber sido la primera en fabricar herramientas líticas sistemáticas, asociada a la cultura Olduvayense, fue el|Homo erectus|Homo habilis|Homo sapiens|Australopithecus afarensis|Homo neanderthalensis|1|El Homo habilis es considerado el primer homínido en elaborar conscientemente herramientas de piedra, dando inicio al Paleolítico inferior.|IA_APROBADA
Historia Universal|FACIL|El Código de Hammurabi, uno de los conjuntos de leyes escritas más antiguos de la humanidad creado en la antigua Mesopotamia, se caracterizó por basarse en el principio sancionador conocido como|el juicio de Dios|la ley del talión|la presunción de inocencia|la verdad revelada|el derecho consuetudinario|1|El Código de Hammurabi aplicaba ampliamente la ley del talión, sintetizada popularmente en la fórmula de 'ojo por ojo, diente por diente'.|IA_APROBADA
Historia Universal|FACIL|En el antiguo Egipto, el periodo de unificación del Alto y el Bajo Egipto dio origen a la primera dinastía de faraones bajo el mando del rey|Ramsés II|Akhenatón|Tutankamón|Menes o Narmer|Tutmosis III|3|Menes (también identificado como Narmer) logró la unificación territorial de Egipto alrededor del 3100 a.C., convirtiéndose en el primer faraón.|IA_APROBADA
Historia Universal|FACIL|El periodo de máximo esplendor cultural, político y económico de la polis ateniense durante el siglo V a.C., caracterizado por la consolidación de la democracia directa, se conoce como el Siglo de|Solón|Pericles|Clístenes|Pisístrato|Temístocles|1|Pericles consolidó la democracia ateniense e impulsó las artes y la reconstrucción de la Acrópolis durante el siglo V a.C.|IA_APROBADA
Historia Universal|FACIL|Tras la finalización del segundo triunvirato y la derrota de Marco Antonio en la batalla de Actium, se estableció el Imperio romano bajo el gobierno de su primer emperador, llamado|Julio César|Octavio Augusto|Tiberio|Calígula|Rómulo Augústulo|1|Octavio recibió el título de Augusto en el 27 a.C., inaugurando formalmente la etapa imperial en la historia romana.|IA_APROBADA
Historia Universal|FACIL|El tratado firmado en el año 843 d.C. que formalizó la división del Imperio carolingio entre los tres nietos de Carlomagno fue el Tratado de|Verdún|Tordesillas|Westfalia|Utrecht|Campo Formio|0|El Tratado de Verdún dividió el imperio carolingio entre Carlos el Calvo, Luis el Germánico y Lotario, marcando el origen de los futuros Estados de Francia y Alemania.|IA_APROBADA
Historia Universal|MEDIA|Para determinar la autenticidad, procedencia y valor histórico de monedas, medallas y sellos antiguos, el historiador recurre fundamentalmente a la ciencia auxiliar denominada|Epigrafía|Paleografía|Numismática|Diplomática|Heráldica|2|La Numismática es la ciencia auxiliar de la historia dedicada al estudio y análisis de las monedas, medallas y fichas antiguas.|IA_APROBADA
Historia Universal|MEDIA|El Código de Hammurabi, uno de los conjuntos de leyes escritas más antiguos del mundo babilónico, refleja una estructura social sumamente jerarquizada y se caracteriza jurídicamente por la aplicación de|el principio del juicio por jurados populares|la Ley del Talión basada en la reciprocidad exacta|la abolición total de la esclavitud por deudas|la igualdad de derechos entre hombres y mujeres|la imposición de penas exclusivamente pecuniarias|1|El Código de Hammurabi consagró la Ley del Talión ('ojo por ojo, diente por diente'), aunque la gravedad de la pena variaba según la clase social de la víctima y del infractor.|IA_APROBADA
Historia Universal|MEDIA|Las Guerras Púnicas (264 a. C. - 146 a. C.) enfrentaron a la República romana contra Cartago. La victoria final de Roma le permitió afianzar su hegemonía comercial y militar sobre|el mar Báltico|el mar del Norte|el mar Rojo|el mar Mediterráneo|el mar Negro|3|La derrota definitiva de Cartago convirtió a Roma en la potencia dominante en la cuenca del mar Mediterráneo, mar que posteriormente pasaron a llamar 'Mare Nostrum'.|IA_APROBADA
Historia Universal|MEDIA|En el siglo XI, la Iglesia cristiana sufrió la división definitiva entre la Iglesia católica romana de Occidente y la Iglesia ortodoxa de Oriente, acontecimiento histórico conocido como el|Cisma de Aviñón|Concilio de Trento|Cisma de Oriente|Edicto de Tesalónica|Edicto de Milán|2|En 1054 se produjo el Cisma de Oriente o Cisma de 1054, ruptura formal entre el patriarca de Constantinopla y el papa de Roma por disputas teológicas y de autoridad eclesiástica.|IA_APROBADA
Historia Universal|MEDIA|La Reforma Protestante iniciada por Martín Lutero en 1517 cobró impulso a raíz de la publicación de sus 95 tesis en Wittenberg, en las cuales criticaba severamente|la doctrina de la predestinación divina|la venta de indulgencias eclesiales|la traducción de la Biblia al alemán|la celebración del Concilio de Nicea|el patronato regio de los monarcas|1|Lutero cuestionó duramente el tráfico y la comercialización de indulgencias promovido por la Iglesia católica romana para la remisión de los castigos temporales de los pecados.|IA_APROBADA
Historia Universal|MEDIA|Durante el gobierno del emperador Justiniano I, el Imperio bizantino alcanzó su mayor extensión territorial y esplendor cultural. Una de sus obras más duraderas en el ámbito jurídico fue la compilación del derecho romano en la obra denominada|Suma Teológica|Corpus Iuris Civilis|Código Napoleónico|Digesto de Teodosio|Las Siete Partidas|1|El Corpus Iuris Civilis (Código de Justiniano) recopiló y sistematizó la tradición jurídica romana, siendo la base del derecho civil moderno en Occidente.|IA_APROBADA
Historia Universal|MEDIA|La era musulmana inicia oficialmente en el año 622 d.C. a partir del acontecimiento conocido como la Hégira, la cual consiste en|la revelación del Corán al profeta Mahoma por el ángel Gabriel|la toma y purificación del santuario de la Kaaba en La Meca|la huida de Mahoma desde La Meca hacia la ciudad de Medina|la muerte de Mahoma y la posterior elección del primer califa|el inicio de las conquistas árabes sobre el Imperio bizantino|2|La Hégira representa la emigración de Mahoma y sus seguidores desde La Meca a Medina en el 622 d.C. para escapar de la persecución, marcando el inicio del calendario islámico.|IA_APROBADA
Historia Universal|MEDIA|El Humanismo renacentista de los siglos XV y XVI se caracterizó intelectualmente por el antropocentrismo, revalorando el pensamiento y arte de la Antigüedad clásica. En el ámbito económico y social, este movimiento fue financiado principalmente por|los señores feudales de las zonas rurales|la Iglesia católica a través de las indulgencias|los mecenas de la burguesía comercial y financiera|los campesinos sublevados en Flandes e Italia|los monarcas absolutos del Sacro Imperio|2|Los mecenas, poderosos burgueses bancarios y mercantiles (como los Médici en Florencia), financiaron y protegieron a artistas y sabios renacentistas.|IA_APROBADA
Historia Universal|MEDIA|En 1517, Martín Lutero fijó sus 95 tesis en la iglesia de Wittenberg, desencadenando la Reforma protestante. El detonante inmediato que motivó el reclamo teológico de Lutero fue|la traducción de la Biblia al idioma alemán|la venta ilícita de indulgencias promovida por la Iglesia católica|la imposición del dogma de la inmaculada concepción|el encarcelamiento de los príncipes alemanes simpatizantes|la excomunión inmediata del rey Enrique VIII de Inglaterra|1|La venta masiva de indulgencias para financiar la construcción de la Basílica de San Pedro provocó el rechazo directo de Martín Lutero.|IA_APROBADA
Historia Universal|MEDIA|El Tratado de Tordesillas, firmado en 1494 entre las coronas de España y Portugal bajo la mediación papal, tuvo como objetivo principal|poner fin a las Guerras de Religión en el continente europeo|financiar la primera ruta de navegación hacia las Indias Orientales|repartir los territorios ultramarinos descubiertos y por descubrir mediante un meridiano|expulsar definitivamente a los musulmanes de la Península Ibérica|establecer una alianza militar defensiva contra el Imperio otomano|2|El Tratado de Tordesillas estableció una línea divisoria de polo a polo a 370 leguas al oeste de Cabo Verde para fijar las zonas de exploración de España y Portugal.|IA_APROBADA
Historia Universal|MEDIA|Una de las aportaciones doctrinales más relevantes de la Ilustración al pensamiento político republicano fue la teoría de la división de poderes del Estado (Ejecutivo, Legislativo y Judicial), formulada por|Jean-Jacques Rousseau|Voltaire|Barón de Montesquieu|Denis Diderot|Thomas Hobbes|2|Montesquieu expuso en su obra 'El espíritu de las leyes' la propuesta de división de los poderes del Estado para evitar la tiranía absolutista.|IA_APROBADA
Historia Universal|MEDIA|Durante la etapa inicial de la Revolución Francesa, la Asamblea Nacional Constituyente redactó en agosto de 1789 un documento fundamental que consagró los principios de libertad, igualdad y fraternidad, denominado|el Código Civil de los Franceses|la Declaración de los Derechos del Hombre y del Ciudadano|el Edicto de Nantes|la Carta Magna de las Libertades|el Manifiesto de los Iguales|1|La Declaración de los Derechos del Hombre y del Ciudadano sintetizó las aspiraciones ilustradas y burguesas frente al Antiguo Régimen.|IA_APROBADA
Historia Universal|DIFICIL|Durante la etapa de la Convención Nacional de la Revolución Francesa, el sector radical de los jacobinos, liderado por Maximilien Robespierre, instauró el periodo del 'Terror' con la finalidad principal de|restaurar la monarquía absoluta del Antiguo Régimen|eliminar las amenazas de la contrarrevolución interna y externa|firmar la paz incondicional con Gran Bretaña y Austria|descentralizar el poder político hacia las provincias|promover la libertad irrestricta del comercio de granos|1|El gobierno del Terror (1793-1794) recurrió a la represión drástica a través de instituciones como el Comité de Salvación Pública para aplastar las revueltas contrarrevolucionarias internas y defender la República de la invasión de potencias extranjeras.|IA_APROBADA
Historia Universal|DIFICIL|Las Revoluciones de 1848 en Europa, también conocidas como la 'Primavera de los Pueblos', se caracterizaron políticamente por la confluencia inédita de reivindicaciones de carácter|absolutista, feudal y mercantilista|liberal, nacionalista y obrero-democrático|conservador, imperialista y colonial|anarquista, teocrático y fisiócrata|feudal, corporativo y gremial|1|Las revoluciones de 1848 articularon exigencias del liberalismo político (constitucionalismo), movimientos nacionalistas (unificaciones germánica e italiana) y las primeras demandas populares y democráticas de la clase obrera.|IA_APROBADA
Historia Universal|DIFICIL|En el contexto de la Revolución Rusa de 1917, la consigna 'Todo el poder a los soviets', planteada por Lenin en las Tesis de Abril, buscaba romper con el modelo político representado por|la autocracia zarista de Nicolás II|el gobierno provisional de Aleksandr Kerenski|el ejército blanco contrarrevolucionario|la policía secreta del zarismo|la dictadura militar de Lavr Kornílov|1|Lenin rechazó la colaboración con el Gobierno Provisional burgués presidio por Kerenski y propuso que los soviets de obreros, campesinos y soldados asumieran el poder absoluto constituyendo un Estado socialista.|IA_APROBADA
Historia Universal|DIFICIL|En los inicios de la Guerra Fría, la puesta en marcha del Plan Marshall (1947) por parte de los Estados Unidos tenía como objetivo estratégico fundamental|financiar la reconstrucción de Asia tras la ocupación japonesa|reconstruir las economías europeas para frenar la expansión del comunismo|crear una alianza militar ofensiva en el continente americano|garantizar el monopolio nuclear frente a la Unión Soviética|desmantelar de forma pacífica los imperios coloniales europeo-occidentales|1|El Plan Marshall fue un programa de ayuda económica estadounidense para la reconstrucción de Europa occidental, diseñado para estabilizar la región e impedir el avance político y social del comunismo impulsado por la URSS.|IA_APROBADA
Historia Universal|DIFICIL|La Conferencia de Bandung, celebrada en Indonesia en 1955 con la participación de delegaciones de países afroasiáticos, constituye un hito clave en el proceso de descolonización porque sentó las bases para|la creación de la Organización de los Estados Americanos (OEA)|el surgimiento del Movimiento de Países No Alineados|la firma del Tratado de Roma que creó la Comunidad Económica Europea|la integración militar del Pacto de Varsovia en el Tercer Mundo|la división territorial definitiva del continente africano|1|La Conferencia de Bandung promovió la neutralidad activa frente a los bloques del Este y del Oeste en la Guerra Fría y el apoyo explícito a las luchas anticoloniales, derivando en la constitución formal del Movimiento de Países No Alineados (NOAL).|IA_APROBADA
Historia Universal|DIFICIL|Durante el proceso de independencia de las Trece Colonias británicas en Norteamérica, el viraje militar definitivo que inclinó la balanza a favor de los colonos tras la batalla de Saratoga fue|la promulgación del Sentido Común por Thomas Paine|la intervención militar y financiera directa de Francia y España|la disolución inmediata del Parlamento británico por el rey Jorge III|el desembarco de tropas prusianas en Nueva York|la firma de la paz en el Tratado de Versalles de 1778|1|La victoria de los colonos en Saratoga (1777) convenció a Francia (y posteriormente a España) de entrar formalmente a la guerra del lado de los patriotas americanos.|IA_APROBADA
Historia Universal|DIFICIL|Luego de la derrota napoleónica, las potencias vencedoras se reunieron en el Congreso de Viena (1814-1815) bajo el liderazgo del canciller austriaco Klemens von Metternich. El objetivo doctrinario central de esta reunión fue|promover la expansión de los movimientos liberales y republicanos|restablecer el orden absolutista y el principio de legitimidad monárquica|impulsar la industrialización en los países de Europa Central|reconocer las independencias de las colonias hispanoamericanas|crear una alianza militar anglo-rusa contra el Imperio otomano|1|El Congreso de Viena buscó la Restauración del Antiguo Régimen, combatiendo el liberalismo y reorganizando el mapa europeo sobre la base de la legitimidad dinástica.|IA_APROBADA
Historia Universal|DIFICIL|Tras la Revolución de Febrero de 1917 en Rusia y la caída del zarismo, Vladimir Lenin retornó del exilio y presentó su programa político conocido como las Tesis de Abril, en las cuales proponía fundamentalmente|mantener el apoyo incondicional al Gobierno Provisional de Kerensky|continuar la participación rusa en la Primera Guerra Mundial hasta la victoria|el paso a la fase socialista mediante la consigna 'Todo el poder a los soviets'|la alianza estratégica entre mencheviques y la burguesía industrial|la restauración pacífica de la dinastía Romanov mediante plebiscito|2|En las Tesis de Abril, Lenin rechazó la colaboración con el Gobierno Provisional burgués y exigió el paso de la revolución a los soviets de obreros y campesinos.|IA_APROBADA
Historia Universal|DIFICIL|En el marco de la Revolución Mexicana, el Plan de Ayala promulgado por Emiliano Zapata en 1911 se distinguió radicalmente de los planteamientos de Francisco I. Madero por|exigir la restitución inmediata de tierras y la reforma agraria para los campesinos|proponer la anexión de los territorios del norte a Estados Unidos|defender los intereses de las grandes haciendas porfiristas|solicitar la permanencia indefinida de Porfirio Díaz en el poder|impulsar la nacionalización exclusiva de las minas de cobre|0|El Plan de Ayala criticó a Madero por no cumplir la reforma agraria y enarboló la bandera de 'Tierra y Libertad', demandando la devolución de campos a los campesinos.|IA_APROBADA
Historia Universal|DIFICIL|Durante la Segunda Guerra Mundial, el giro estratégico decisivo en el frente oriental de Europa que frenó definitivamente el avance del ejército alemán e inició la gran contraofensiva soviética se produjo en la batalla de|las Ardenas|El Alamein|Stalingrado|Midway|Normandía|2|La batalla de Stalingrado (1942-1943) significó una catástrofe para la Wehrmacht y marcó el punto de inflexión decisivo a favor de la URSS en el frente oriental.|IA_APROBADA
Historia Universal|DIFICIL|En el contexto de la Guerra Fría y el proceso de descolonización en Asia y África, la Conferencia de Bandung celebrada en 1955 fue un hito histórico fundamental porque|creó la Organización de las Naciones Unidas (ONU)|marcó el nacimiento del Movimiento de Países No Alineados y la neutralidad activa|firmó el fin definitivo de la Guerra de Corea|consolidó el bloque militar del Pacto de Varsovia|estableció el Plan Marshall para la reconstrucción africana|1|En Bandung, naciones afroasiáticas recién independizadas proclamaron el anticolonialismo y el no alineamiento frente a los bloques de EE.UU. y la URSS.|IA_APROBADA
Historia Universal|DIFICIL|La desintegración formal de la Unión Soviética (URSS) en diciembre de 1991 y la creación de la Comunidad de Estados Independientes (CEI) fueron selladas oficialmente mediante la firma del|Pacto de Varsovia|Tratado de Belavezha|Acuerdo de Dayton|Tratado de Maastricht|Tratado de Kioto|1|Los líderes de Rusia, Bielorrusia y Ucrania firmaron el Tratado de Belavezha el 8 de diciembre de 1991, declarando el fin de la URSS y la fundación de la CEI.|IA_APROBADA
Historia del Perú|FACIL|¿Cuál es considerada la civilización más antigua de América, caracterizada por su arquitectura monumental precerámica ubicada en el valle de Supe?|Chavín|Caral|Moche|Tiahuanaco|Huari|1|Caral, estudiada extensamente en el valle de Supe (Lima), es considerada la civilización más antigua de América (aproximadamente 3000 a.C.), correspondiente al periodo Arcaico Tardío precerámico.|IA_APROBADA
Historia del Perú|FACIL|Durante el Periodo Formativo andino, la cultura Chavín difundió un culto religioso panandino basado principalmente en la iconografía de seres mitológicos con rasgos de:|Auquénidos y aves marinas|Felinos, serpientes y aves de rapiña|Peces de agua dulce y roedores|Anfibios y camélidos sudamericanos|Insectos y moluscos marinos|1|La religión y el arte de la cultura Chavín se caracterizan por la combinación estilizada de rasgos antroposomos con elementos de felinos (puma/jaguar), serpientes y aves de rapiña (cóndor/falcónidos).|IA_APROBADA
Historia del Perú|FACIL|La organización económica del Imperio del Tawantinsuyo se fundamentó principalmente en el trabajo comunitario del ayllu y en los principios de:|Comercio monetizado internacional|Reciprocidad y redistribución|Propiedad privada de la tierra|Mercantilismo y exportación|Tributación libre en metales preciosos|1|El Estado incaico basó su economía social en la reciprocidad (ayni y minka a nivel comunal) y en la redistribución estatal ejercida por las autoridades imperialistas sobre los excedentes agrícolas y manufacturados.|IA_APROBADA
Historia del Perú|FACIL|El Virreinato del Perú fue oficialmente creado en 1542 mediante la promulgación de un cuerpo normativo emitido por el rey Carlos I de España, denominado:|Capitulaciones de Toledo|Leyes de Indias de Cádiz|Leyes Nuevas|Reformas Borbónicas|Ordenanzas de Sevilla|2|Las Leyes Nuevas de 1542 decretaron la creación del Virreinato del Perú y buscaron reorganizar el gobierno de las Indias reduciendo el poder de los encomenderos.|IA_APROBADA
Historia del Perú|FACIL|Durante la denominada Era del Guano en el siglo XIX peruano, el gobernante que logró la consolidación de la deuda interna y la organización de la hacienda pública fue:|José Balta|Ramón Castilla|Manuel Pardo y Lavalle|Mariano Ignacio Prado|Nicolás de Piérola|1|Durante sus gobiernos, Ramón Castilla dio estabilidad política, promulgó la Ley de Consolidación de la Deuda Interna y organizó el primer presupuesto nacional sustentado en los ingresos del guano.|IA_APROBADA
Historia del Perú|FACIL|¿Qué teoría sobre el origen de la cultura andina sostiene que esta se desarrolló de manera autóctona a partir de aportes amazónicos, según lo propuesto por Julio C. Tello?|Teoría Inmigracionista|Teoría Autoctonista|Teoría Aloctonista|Teoría Hologeñista|Teoría Australiana|1|Julio C. Tello planteó la teoría autoctonista, sosteniendo que la cultura andina surgió en el propio territorio peruano, teniendo como matriz a la cultura Chavín y con influencias originarias de la selva amazónica.|IA_APROBADA
